match_id,player,row,snv_pts,pts_won,aces,unret,return_forced,net_winner,induced_forced,net_unforced,passed_at_net,passing_shot_induced_forced,total_shots
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,1,SnV2nd,17,12,0,0,1,5,2,0,3,0,52
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,1,nonSnV,3,2,2,0,0,0,0,0,0,0,4
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,1,nonSnV1st,2,2,2,0,0,0,0,0,0,0,2
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,1,nonSnV2nd,1,0,0,0,0,0,0,0,0,0,2
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,2,SnV,1,0,0,0,0,0,0,0,1,0,6
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,2,SnV1st,1,0,0,0,0,0,0,0,1,0,6
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,2,nonSnV,53,26,0,0,3,0,0,0,2,0,274
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,2,nonSnV1st,40,19,0,0,2,0,0,0,2,0,231
19830910-W-US_Open-F-Martina_Navratilova-Chris_Evert,2,nonSnV2nd,13,7,0,0,1,0,0,0,0,0,43
19810703-W-Wimbledon-F-Hana_Mandlikova-Chris_Evert,1,SnV,23,14,0,0,6,6,1,2,2,1,54
19810703-W-Wimbledon-F-Hana_Mandlikova-Chris_Evert,1,SnV1st,22,14,0,0,6,6,1,2,2,1,52
19810703-W-Wimbledon-F-Hana_Mandlikova-Chris_Evert,1,SnV2nd,1,0,0,0,0,0,0,0,0,0,2
19810703-W-Wimbledon-F-Hana_Mandlikova-Chris_Evert,1,nonSnV,37,16,1,0,1,3,1,2,1,0,198
19810703-W-Wimbledon-F-Hana_Mandlikova-Chris_Evert,1,nonSnV1st,24,11,1,0,1,3,1,1,1,0,119
19810703-W-Wimbledon-F-Hana_Mandlikova-Chris_Evert,1,nonSnV2nd,13,5,0,0,0,0,0,1,0,0,79
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,1,SnV,67,40,0,0,8,23,2,1,7,3,214
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,1,SnV1st,35,25,0,0,8,13,1,1,2,2,111
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,1,SnV2nd,32,15,0,0,0,10,1,0,5,1,103
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,1,nonSnV,14,12,2,0,3,4,0,0,1,0,40
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,1,nonSnV1st,6,6,2,0,3,1,0,0,0,0,10
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,1,nonSnV2nd,8,6,0,0,0,3,0,0,1,0,30
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,2,SnV,3,2,0,0,0,0,0,0,0,0,6
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,2,SnV1st,2,1,0,0,0,0,0,0,0,0,5
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,2,SnV2nd,1,1,0,0,0,0,0,0,0,0,1
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,2,nonSnV,104,68,0,0,11,7,5,2,3,1,464
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,2,nonSnV1st,71,47,0,0,10,6,4,2,2,1,363
19841208-W-Australian_Open-F-Helena_Sukova-Chris_Evert,2,nonSnV2nd,33,21,0,0,1,1,1,0,1,0,101
19870704-W-Wimbledon-F-Martina_Navratilova-Steffi_Graf,1,SnV,53,38,0,0,15,14,4,1,3,1,138
19870704-W-Wimbledon-F-Martina_Navratilova-Steffi_Graf,1,SnV1st,41,31,0,0,14,12,3,0,3,1,111
19870704-W-Wimbledon-F-Martina_Navratilova-Steffi_Graf,1,SnV2nd,12,7,0,0,1,2,1,1,0,0,27
19870704-W-Wimbledon-F-Martina_Navratilova-Steffi_Graf,1,nonSnV,5,4,0,0,1,2,0,0,1,0,18
19870704-W-Wimbledon-F-Martina_Navratilova-Steffi_Graf,1,nonSnV1st,2,2,0,0,1,1,0,0,0,0,6
19870704-W-Wimbledon-F-Martina_Navratilova-Steffi_Graf,1,nonSnV2nd,3,2,0,0,0,1,0,0,1,0,12
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,1,SnV,45,28,4,0,11,7,2,1,4,0,102
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,1,SnV1st,32,20,4,0,9,3,2,0,3,0,72
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,1,SnV2nd,13,8,0,0,2,4,0,1,1,0,30
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,1,nonSnV,26,15,1,0,3,0,1,1,2,1,65
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,1,nonSnV1st,3,3,1,0,1,0,0,0,0,0,5
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,1,nonSnV2nd,23,12,0,0,2,0,1,1,2,1,60
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,2,SnV,75,38,2,0,20,9,2,5,7,4,185
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,2,SnV1st,52,32,2,0,19,7,1,3,4,4,126
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,2,SnV2nd,23,6,0,0,1,2,1,2,3,0,59
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,2,nonSnV,4,3,0,0,0,1,0,0,0,0,19
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,2,nonSnV1st,1,1,0,0,0,0,0,0,0,0,3
19870124-W-Australian_Open-F-Hana_Mandlikova-Martina_Navratilova,2,nonSnV2nd,3,2,0,0,0,1,0,0,0,0,16
19990605-W-Roland_Garros-F-Steffi_Graf-Martina_Hingis,2,SnV,7,3,0,0,0,1,1,2,0,1,19
19990605-W-Roland_Garros-F-Steffi_Graf-Martina_Hingis,2,SnV1st,6,2,0,0,0,0,1,2,0,1,16
19990605-W-Roland_Garros-F-Steffi_Graf-Martina_Hingis,2,SnV2nd,1,1,0,0,0,1,0,0,0,0,3
19990605-W-Roland_Garros-F-Steffi_Graf-Martina_Hingis,2,nonSnV,68,37,0,0,7,4,1,2,1,0,445
19990605-W-Roland_Garros-F-Steffi_Graf-Martina_Hingis,2,nonSnV1st,43,28,0,0,7,3,0,0,0,0,252
19990605-W-Roland_Garros-F-Steffi_Graf-Martina_Hingis,2,nonSnV2nd,25,9,0,0,0,1,1,2,1,0,193
19940128-W-Australian_Open-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,SnV,2,1,0,0,0,1,0,1,0,0,7
19940128-W-Australian_Open-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,SnV1st,2,1,0,0,0,1,0,1,0,0,7
19940128-W-Australian_Open-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV,45,28,1,0,7,3,3,0,2,1,220
19940128-W-Australian_Open-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV1st,29,21,1,0,7,3,3,0,1,1,135
19940128-W-Australian_Open-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV2nd,16,7,0,0,0,0,0,0,1,0,85
19880403-W-Tampa-F-Arantxa_Sanchez_Vicario-Chris_Evert,1,SnV,2,0,0,0,0,0,0,1,0,0,6
19880403-W-Tampa-F-Arantxa_Sanchez_Vicario-Chris_Evert,1,SnV1st,2,0,0,0,0,0,0,1,0,0,6
19880403-W-Tampa-F-Arantxa_Sanchez_Vicario-Chris_Evert,1,nonSnV,72,39,1,0,4,7,0,0,1,0,627
19880403-W-Tampa-F-Arantxa_Sanchez_Vicario-Chris_Evert,1,nonSnV1st,52,29,1,0,3,7,0,0,1,0,491
19880403-W-Tampa-F-Arantxa_Sanchez_Vicario-Chris_Evert,1,nonSnV2nd,20,10,0,0,1,0,0,0,0,0,136
19950128-W-Australian_Open-F-Mary_Pierce-Arantxa_Sanchez_Vicario,2,SnV,1,1,0,0,0,1,0,0,0,0,3
19950128-W-Australian_Open-F-Mary_Pierce-Arantxa_Sanchez_Vicario,2,SnV1st,1,1,0,0,0,1,0,0,0,0,3
19950128-W-Australian_Open-F-Mary_Pierce-Arantxa_Sanchez_Vicario,2,nonSnV,57,24,0,0,2,1,0,0,3,0,406
19950128-W-Australian_Open-F-Mary_Pierce-Arantxa_Sanchez_Vicario,2,nonSnV1st,27,15,0,0,2,1,0,0,2,0,219
19950128-W-Australian_Open-F-Mary_Pierce-Arantxa_Sanchez_Vicario,2,nonSnV2nd,30,9,0,0,0,0,0,0,1,0,187
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,2,SnV,6,5,0,0,1,3,1,0,1,0,17
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,2,SnV1st,6,5,0,0,1,3,1,0,1,0,17
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,2,nonSnV,66,32,1,0,6,6,2,4,1,2,302
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,2,nonSnV1st,38,18,1,0,5,5,1,3,0,2,186
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,2,nonSnV2nd,28,14,0,0,1,1,1,1,1,0,116
20160508-W-ITF_Indian_Harbour_Beach-F-Jennifer_Brady-Taylor_Townsend,2,SnV,7,6,0,0,4,2,0,0,0,0,12
20160508-W-ITF_Indian_Harbour_Beach-F-Jennifer_Brady-Taylor_Townsend,2,SnV1st,7,6,0,0,4,2,0,0,0,0,12
20160508-W-ITF_Indian_Harbour_Beach-F-Jennifer_Brady-Taylor_Townsend,2,nonSnV,55,26,0,0,4,6,2,1,1,1,274
20160508-W-ITF_Indian_Harbour_Beach-F-Jennifer_Brady-Taylor_Townsend,2,nonSnV1st,30,13,0,0,3,4,1,1,1,1,125
20160508-W-ITF_Indian_Harbour_Beach-F-Jennifer_Brady-Taylor_Townsend,2,nonSnV2nd,25,13,0,0,1,2,1,0,0,0,149
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,SnV,6,5,0,0,1,3,0,1,0,0,17
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,SnV1st,6,5,0,0,1,3,0,1,0,0,17
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV,75,52,1,0,7,14,3,1,3,1,316
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV1st,45,30,1,0,7,9,3,1,3,1,174
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV2nd,30,22,0,0,0,5,0,0,0,0,142
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,SnV,8,5,0,0,2,1,0,1,1,0,21
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,SnV1st,8,5,0,0,2,1,0,1,1,0,21
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,nonSnV,105,62,6,0,12,2,4,1,6,2,494
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,nonSnV1st,68,43,4,0,12,1,2,1,3,2,309
19950708-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,nonSnV2nd,37,19,2,0,0,1,2,0,3,0,185
20080328-W-Miami-QF-Serena_Williams-Justine_Henin,1,SnV,6,4,0,0,2,2,0,0,2,0,20
20080328-W-Miami-QF-Serena_Williams-Justine_Henin,1,SnV1st,6,4,0,0,2,2,0,0,2,0,20
20080328-W-Miami-QF-Serena_Williams-Justine_Henin,1,nonSnV,40,26,1,0,9,4,2,2,0,0,202
20080328-W-Miami-QF-Serena_Williams-Justine_Henin,1,nonSnV1st,20,14,1,0,2,3,2,1,0,0,106
20080328-W-Miami-QF-Serena_Williams-Justine_Henin,1,nonSnV2nd,20,12,0,0,7,1,0,1,0,0,96
20160707-W-Wimbledon-SF-Elena_Vesnina-Serena_Williams,1,SnV,1,0,0,0,0,0,0,0,1,0,4
20160707-W-Wimbledon-SF-Elena_Vesnina-Serena_Williams,1,SnV1st,1,0,0,0,0,0,0,0,1,0,4
20160707-W-Wimbledon-SF-Elena_Vesnina-Serena_Williams,1,nonSnV,40,18,4,0,5,0,1,1,1,0,146
20160707-W-Wimbledon-SF-Elena_Vesnina-Serena_Williams,1,nonSnV1st,25,13,4,0,3,0,1,0,1,0,93
20160707-W-Wimbledon-SF-Elena_Vesnina-Serena_Williams,1,nonSnV2nd,15,5,0,0,2,0,0,1,0,0,53
19940702-W-Wimbledon-F-Conchita_Martinez-Martina_Navratilova,2,SnV,44,21,1,0,6,11,1,0,12,0,119
19940702-W-Wimbledon-F-Conchita_Martinez-Martina_Navratilova,2,SnV1st,40,18,1,0,6,9,1,0,11,0,106
19940702-W-Wimbledon-F-Conchita_Martinez-Martina_Navratilova,2,SnV2nd,4,3,0,0,0,2,0,0,1,0,13
19940702-W-Wimbledon-F-Conchita_Martinez-Martina_Navratilova,2,nonSnV,42,22,0,0,7,6,2,2,9,1,214
19940702-W-Wimbledon-F-Conchita_Martinez-Martina_Navratilova,2,nonSnV1st,25,15,0,0,7,4,1,1,5,0,121
19940702-W-Wimbledon-F-Conchita_Martinez-Martina_Navratilova,2,nonSnV2nd,17,7,0,0,0,2,1,1,4,1,93
19850608-W-Roland_Garros-F-Chris_Evert-Martina_Navratilova,2,SnV,43,24,0,0,9,12,2,3,6,2,138
19850608-W-Roland_Garros-F-Chris_Evert-Martina_Navratilova,2,SnV1st,43,24,0,0,9,12,2,3,6,2,138
19850608-W-Roland_Garros-F-Chris_Evert-Martina_Navratilova,2,nonSnV,65,30,0,0,3,6,6,4,10,5,470
19850608-W-Roland_Garros-F-Chris_Evert-Martina_Navratilova,2,nonSnV1st,22,13,0,0,3,4,4,0,5,1,133
19850608-W-Roland_Garros-F-Chris_Evert-Martina_Navratilova,2,nonSnV2nd,43,17,0,0,0,2,2,4,5,4,337
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,1,SnV,1,0,0,0,0,0,0,1,0,0,2
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,1,SnV1st,1,0,0,0,0,0,0,1,0,0,2
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,1,nonSnV,102,62,3,0,13,3,1,5,3,1,528
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,1,nonSnV1st,82,51,3,0,13,2,1,4,2,1,433
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,1,nonSnV2nd,20,11,0,0,0,1,0,1,1,0,95
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,2,SnV,49,32,0,0,9,11,7,2,7,1,158
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,2,SnV1st,46,30,0,0,9,11,6,2,7,1,152
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,2,SnV2nd,3,2,0,0,0,0,1,0,0,0,6
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,2,nonSnV,41,24,2,0,4,8,0,2,6,4,220
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,2,nonSnV1st,19,9,2,0,3,2,0,1,4,1,103
19870606-W-Roland_Garros-F-Steffi_Graf-Martina_Navratilova,2,nonSnV2nd,22,15,0,0,1,6,0,1,2,3,117
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,SnV,3,2,0,0,0,2,0,0,1,0,10
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,SnV1st,3,2,0,0,0,2,0,0,1,0,10
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV,70,46,3,0,8,8,4,2,5,0,324
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV1st,50,34,3,0,7,7,4,2,4,0,226
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,1,nonSnV2nd,20,12,0,0,1,1,0,0,1,0,98
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,SnV,9,8,0,0,5,0,1,0,0,0,18
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,SnV1st,9,8,0,0,5,0,1,0,0,0,18
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,nonSnV,53,29,1,0,6,1,4,0,5,0,205
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,nonSnV1st,23,12,1,0,5,1,3,0,2,0,88
19960706-W-Wimbledon-F-Steffi_Graf-Arantxa_Sanchez_Vicario,2,nonSnV2nd,30,17,0,0,1,0,1,0,3,0,117
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,1,SnV,6,3,1,0,0,2,0,1,1,0,15
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,1,SnV1st,6,3,1,0,0,2,0,1,1,0,15
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,1,nonSnV,86,50,5,0,13,7,4,4,7,1,336
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,1,nonSnV1st,63,40,5,0,13,5,4,3,7,1,246
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,1,nonSnV2nd,23,10,0,0,0,2,0,1,0,0,90
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,2,SnV,52,31,1,0,10,10,4,7,4,0,131
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,2,SnV1st,37,24,1,0,10,7,4,5,4,0,96
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,2,SnV2nd,15,7,0,0,0,3,0,2,0,0,35
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,2,nonSnV,35,23,2,0,4,2,3,3,2,1,127
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,2,nonSnV1st,6,6,1,0,3,0,0,0,0,0,10
19930703-W-Wimbledon-F-Steffi_Graf-Jana_Novotna,2,nonSnV2nd,29,17,1,0,1,2,3,3,2,1,117
20160325-W-Miami-R64-Petra_Kvitova-Irina_Falconi,1,SnV,2,1,0,0,0,1,0,1,0,0,5
20160325-W-Miami-R64-Petra_Kvitova-Irina_Falconi,1,SnV1st,1,0,0,0,0,0,0,1,0,0,2
20160325-W-Miami-R64-Petra_Kvitova-Irina_Falconi,1,SnV2nd,1,1,0,0,0,1,0,0,0,0,3
20160325-W-Miami-R64-Petra_Kvitova-Irina_Falconi,1,nonSnV,44,34,4,0,10,6,1,1,1,1,152
20160325-W-Miami-R64-Petra_Kvitova-Irina_Falconi,1,nonSnV1st,26,24,4,0,7,6,0,0,1,1,84
20160325-W-Miami-R64-Petra_Kvitova-Irina_Falconi,1,nonSnV2nd,18,10,0,0,3,0,1,1,0,0,68
20160725-W-Montreal-R64-Petra_Kvitova-Magda_Linette,1,SnV,3,2,0,0,1,0,1,0,0,0,6
20160725-W-Montreal-R64-Petra_Kvitova-Magda_Linette,1,SnV1st,3,2,0,0,1,0,1,0,0,0,6
20160725-W-Montreal-R64-Petra_Kvitova-Magda_Linette,1,nonSnV,40,31,3,0,11,4,2,0,2,0,115
20160725-W-Montreal-R64-Petra_Kvitova-Magda_Linette,1,nonSnV1st,24,20,3,0,6,4,2,0,0,0,70
20160725-W-Montreal-R64-Petra_Kvitova-Magda_Linette,1,nonSnV2nd,16,11,0,0,5,0,0,0,2,0,45
20140119-W-Australian_Open-R16-Agnieszka_Radwanska-Garbine_Muguruza,1,SnV,1,1,0,0,0,1,0,0,0,0,3
20140119-W-Australian_Open-R16-Agnieszka_Radwanska-Garbine_Muguruza,1,SnV1st,1,1,0,0,0,1,0,0,0,0,3
20140119-W-Australian_Open-R16-Agnieszka_Radwanska-Garbine_Muguruza,1,nonSnV,64,44,2,0,13,0,2,1,1,0,318
20140119-W-Australian_Open-R16-Agnieszka_Radwanska-Garbine_Muguruza,1,nonSnV1st,47,33,2,0,12,0,0,1,1,0,215
20140119-W-Australian_Open-R16-Agnieszka_Radwanska-Garbine_Muguruza,1,nonSnV2nd,17,11,0,0,1,0,2,0,0,0,103
20160526-W-Roland_Garros-R64-Kristina_Mladenovic-Timea_Babos,1,SnV,1,1,0,0,1,0,0,0,0,0,1
20160526-W-Roland_Garros-R64-Kristina_Mladenovic-Timea_Babos,1,SnV1st,1,1,0,0,1,0,0,0,0,0,1
20160526-W-Roland_Garros-R64-Kristina_Mladenovic-Timea_Babos,1,nonSnV,58,39,2,0,11,3,2,2,3,2,245
20160526-W-Roland_Garros-R64-Kristina_Mladenovic-Timea_Babos,1,nonSnV1st,40,26,2,0,9,2,2,2,3,1,172
20160526-W-Roland_Garros-R64-Kristina_Mladenovic-Timea_Babos,1,nonSnV2nd,18,13,0,0,2,1,0,0,0,1,73
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,1,SnV,1,0,0,0,0,0,0,0,0,0,2
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,1,SnV1st,1,0,0,0,0,0,0,0,0,0,2
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,1,nonSnV,52,34,0,0,3,7,0,2,4,0,374
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,1,nonSnV1st,36,25,0,0,2,5,0,1,2,0,239
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,1,nonSnV2nd,16,9,0,0,1,2,0,1,2,0,135
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,2,SnV,1,0,0,0,0,0,0,0,0,0,2
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,2,SnV1st,1,0,0,0,0,0,0,0,0,0,2
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,2,nonSnV,54,26,0,1,7,3,0,0,5,1,372
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,2,nonSnV1st,38,20,0,1,3,3,0,0,4,1,298
20141020-W-ITF_Macon-QF-Irina_Falconi-Madison_Brengle,2,nonSnV2nd,16,6,0,0,4,0,0,0,1,0,74
20161024-W-Singapore-RR-Garbine_Muguruza-Karolina_Pliskova,2,SnV,2,2,0,0,1,1,0,0,0,0,6
20161024-W-Singapore-RR-Garbine_Muguruza-Karolina_Pliskova,2,SnV1st,2,2,0,0,1,1,0,0,0,0,6
20161024-W-Singapore-RR-Garbine_Muguruza-Karolina_Pliskova,2,nonSnV,100,57,13,0,14,4,3,2,2,2,377
20161024-W-Singapore-RR-Garbine_Muguruza-Karolina_Pliskova,2,nonSnV1st,63,41,13,0,14,3,3,2,2,2,207
20161024-W-Singapore-RR-Garbine_Muguruza-Karolina_Pliskova,2,nonSnV2nd,37,16,0,0,0,1,0,0,0,0,170
19950905-W-US_Open-QF-Monica_Seles-Jana_Novotna,2,SnV,1,0,0,0,0,0,0,0,0,0,2
19950905-W-US_Open-QF-Monica_Seles-Jana_Novotna,2,SnV1st,1,0,0,0,0,0,0,0,0,0,2
19950905-W-US_Open-QF-Monica_Seles-Jana_Novotna,2,nonSnV,77,40,3,0,12,1,3,4,5,4,394
19950905-W-US_Open-QF-Monica_Seles-Jana_Novotna,2,nonSnV1st,63,34,3,0,10,1,3,1,5,4,314
19950905-W-US_Open-QF-Monica_Seles-Jana_Novotna,2,nonSnV2nd,14,6,0,0,2,0,0,3,0,0,80
19960110-W-Sydney-R16-Monica_Seles-Dominique_Monami,1,SnV,1,1,0,0,1,0,0,0,0,0,1
19960110-W-Sydney-R16-Monica_Seles-Dominique_Monami,1,SnV1st,1,1,0,0,1,0,0,0,0,0,1
19960110-W-Sydney-R16-Monica_Seles-Dominique_Monami,1,nonSnV,49,30,3,0,11,2,0,0,1,0,174
19960110-W-Sydney-R16-Monica_Seles-Dominique_Monami,1,nonSnV1st,27,16,3,0,8,2,0,0,1,0,84
19960110-W-Sydney-R16-Monica_Seles-Dominique_Monami,1,nonSnV2nd,22,14,0,0,3,0,0,0,0,0,90
20160116-W-Hobart-SF-Eugenie_Bouchard-Dominika_Cibulkova,1,SnV,1,1,0,0,0,0,1,0,0,0,3
20160116-W-Hobart-SF-Eugenie_Bouchard-Dominika_Cibulkova,1,SnV1st,1,1,0,0,0,0,1,0,0,0,3
20160116-W-Hobart-SF-Eugenie_Bouchard-Dominika_Cibulkova,1,nonSnV,88,50,6,2,11,2,2,0,2,1,338
20160116-W-Hobart-SF-Eugenie_Bouchard-Dominika_Cibulkova,1,nonSnV1st,48,30,5,2,10,1,2,0,1,0,176
20160116-W-Hobart-SF-Eugenie_Bouchard-Dominika_Cibulkova,1,nonSnV2nd,40,20,1,0,1,1,0,0,1,1,162
20170120-W-Australian_Open-R32-Eugenie_Bouchard-Coco_Vandeweghe,2,SnV,2,0,0,0,0,0,0,0,2,0,10
20170120-W-Australian_Open-R32-Eugenie_Bouchard-Coco_Vandeweghe,2,SnV1st,2,0,0,0,0,0,0,0,2,0,10
20170120-W-Australian_Open-R32-Eugenie_Bouchard-Coco_Vandeweghe,2,nonSnV,79,62,11,8,13,6,1,0,0,0,234
20170120-W-Australian_Open-R32-Eugenie_Bouchard-Coco_Vandeweghe,2,nonSnV1st,50,44,11,7,11,5,1,0,0,0,118
20170120-W-Australian_Open-R32-Eugenie_Bouchard-Coco_Vandeweghe,2,nonSnV2nd,29,18,0,1,2,1,0,0,0,0,116
20041116-W-Tour_Championships-F-Maria_Sharapova-Serena_Williams,1,SnV,5,2,0,0,0,1,0,2,1,0,20
20041116-W-Tour_Championships-F-Maria_Sharapova-Serena_Williams,1,SnV1st,5,2,0,0,0,1,0,2,1,0,20
20041116-W-Tour_Championships-F-Maria_Sharapova-Serena_Williams,1,nonSnV,71,48,5,0,23,2,2,0,0,0,220
20041116-W-Tour_Championships-F-Maria_Sharapova-Serena_Williams,1,nonSnV1st,51,36,5,0,16,2,2,0,0,0,154
20041116-W-Tour_Championships-F-Maria_Sharapova-Serena_Williams,1,nonSnV2nd,20,12,0,0,7,0,0,0,0,0,66
20170308-W-Indian_Wells-R128-Louisa_Chirico-Francesca_Schiavone,2,SnV,1,1,0,0,0,1,0,0,0,0,3
20170308-W-Indian_Wells-R128-Louisa_Chirico-Francesca_Schiavone,2,SnV1st,1,1,0,0,0,1,0,0,0,0,3
20170308-W-Indian_Wells-R128-Louisa_Chirico-Francesca_Schiavone,2,nonSnV,46,25,1,0,5,9,2,1,0,1,271
20170308-W-Indian_Wells-R128-Louisa_Chirico-Francesca_Schiavone,2,nonSnV1st,26,16,1,0,3,7,1,0,0,0,148
20170308-W-Indian_Wells-R128-Louisa_Chirico-Francesca_Schiavone,2,nonSnV2nd,20,9,0,0,2,2,1,1,0,1,123
20160315-W-Indian_Wells-R16-Agnieszka_Radwanska-Jelena_Jankovic,1,SnV,1,1,0,0,1,0,0,0,0,0,1
20160315-W-Indian_Wells-R16-Agnieszka_Radwanska-Jelena_Jankovic,1,SnV1st,1,1,0,0,1,0,0,0,0,0,1
20160315-W-Indian_Wells-R16-Agnieszka_Radwanska-Jelena_Jankovic,1,nonSnV,59,35,1,0,9,4,2,1,1,0,313
20160315-W-Indian_Wells-R16-Agnieszka_Radwanska-Jelena_Jankovic,1,nonSnV1st,32,22,1,0,8,3,2,1,1,0,176
