match_id,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20140404-W-Charleston-QF-Sara_Errani-Belinda_Bencic,2 1,52,32,1,0,8,14,31,5,16
20140404-W-Charleston-QF-Sara_Errani-Belinda_Bencic,2 2,30,13,0,0,1,6,12,8,10
20120802-W-Olympics-QF-Victoria_Azarenka-Angelique_Kerber,1 Total,78,45,5,0,10,20,34,19,25
20120802-W-Olympics-QF-Victoria_Azarenka-Angelique_Kerber,1 1,64,36,5,0,9,17,29,11,24
20120802-W-Olympics-QF-Victoria_Azarenka-Angelique_Kerber,1 2,14,9,0,0,1,3,5,8,1
20120802-W-Olympics-QF-Victoria_Azarenka-Angelique_Kerber,2 Total,71,32,2,0,10,20,28,14,29
20120802-W-Olympics-QF-Victoria_Azarenka-Angelique_Kerber,2 1,52,25,2,0,8,17,18,10,24
20120802-W-Olympics-QF-Victoria_Azarenka-Angelique_Kerber,2 2,19,7,0,0,2,3,10,4,5
20120804-W-Olympics-F-Serena_Williams-Maria_Sharapova,1 Total,42,31,10,0,7,21,22,3,17
20120804-W-Olympics-F-Serena_Williams-Maria_Sharapova,1 1,28,22,8,0,5,15,19,1,8
20120804-W-Olympics-F-Serena_Williams-Maria_Sharapova,1 2,14,9,2,0,2,6,3,2,9
20120804-W-Olympics-F-Serena_Williams-Maria_Sharapova,2 Total,39,14,1,0,3,5,10,10,19
20120804-W-Olympics-F-Serena_Williams-Maria_Sharapova,2 1,24,12,1,0,3,4,7,4,13
20120804-W-Olympics-F-Serena_Williams-Maria_Sharapova,2 2,15,2,0,0,0,1,3,6,6
20140812-W-Cincinnati-R32-Maria_Sharapova-Madison_Keys,1 Total,77,49,3,0,19,28,33,12,32
20140812-W-Cincinnati-R32-Maria_Sharapova-Madison_Keys,1 1,49,33,3,0,16,20,25,4,20
20140812-W-Cincinnati-R32-Maria_Sharapova-Madison_Keys,1 2,28,16,0,0,3,8,8,8,12
20140812-W-Cincinnati-R32-Maria_Sharapova-Madison_Keys,2 Total,79,44,5,0,13,22,33,20,26
20140812-W-Cincinnati-R32-Maria_Sharapova-Madison_Keys,2 1,44,29,5,0,12,18,21,5,18
20140812-W-Cincinnati-R32-Maria_Sharapova-Madison_Keys,2 2,35,15,0,0,1,4,12,15,8
20140621-W-Eastbourne-F-Madison_Keys-Angelique_Kerber,1 Total,104,67,17,0,14,37,39,28,37
20140621-W-Eastbourne-F-Madison_Keys-Angelique_Kerber,1 1,65,48,17,0,13,35,23,10,32
20140621-W-Eastbourne-F-Madison_Keys-Angelique_Kerber,1 2,39,19,0,0,1,2,16,18,5
20140621-W-Eastbourne-F-Madison_Keys-Angelique_Kerber,2 Total,104,66,0,0,21,32,42,33,29
20140621-W-Eastbourne-F-Madison_Keys-Angelique_Kerber,2 1,86,57,0,0,21,27,40,22,24
20140621-W-Eastbourne-F-Madison_Keys-Angelique_Kerber,2 2,18,9,0,0,0,5,2,11,5
20120630-W-Wimbledon-R32-Petra_Kvitova-Varvara_Lepchenko,1 Total,46,31,1,7,15,24,18,8,20
20120630-W-Wimbledon-R32-Petra_Kvitova-Varvara_Lepchenko,1 1,32,23,1,5,12,19,13,3,16
20120630-W-Wimbledon-R32-Petra_Kvitova-Varvara_Lepchenko,1 2,14,8,0,2,3,5,5,5,4
20120630-W-Wimbledon-R32-Petra_Kvitova-Varvara_Lepchenko,2 Total,35,13,0,0,2,7,12,13,10
20120630-W-Wimbledon-R32-Petra_Kvitova-Varvara_Lepchenko,2 1,19,7,0,0,2,3,7,6,6
20120630-W-Wimbledon-R32-Petra_Kvitova-Varvara_Lepchenko,2 2,16,6,0,0,0,4,5,7,4
20140714-W-Istanbul-R32-Caroline_Wozniacki-Belinda_Bencic,1 Total,44,29,9,0,11,23,18,8,18
20140714-W-Istanbul-R32-Caroline_Wozniacki-Belinda_Bencic,1 1,31,25,9,0,10,20,14,3,14
20140714-W-Istanbul-R32-Caroline_Wozniacki-Belinda_Bencic,1 2,13,4,0,0,1,3,4,5,4
20140714-W-Istanbul-R32-Caroline_Wozniacki-Belinda_Bencic,2 Total,32,9,1,0,2,6,16,6,8
20140714-W-Istanbul-R32-Caroline_Wozniacki-Belinda_Bencic,2 1,22,9,1,0,2,6,11,2,7
20140714-W-Istanbul-R32-Caroline_Wozniacki-Belinda_Bencic,2 2,10,0,0,0,0,0,5,4,1
20140805-W-Montreal-R32-Eugenie_Bouchard-Shelby_Rogers,1 Total,68,28,3,0,7,17,26,27,15
20140805-W-Montreal-R32-Eugenie_Bouchard-Shelby_Rogers,1 1,36,17,3,0,5,11,13,15,8
20140805-W-Montreal-R32-Eugenie_Bouchard-Shelby_Rogers,1 2,32,11,0,0,2,6,13,12,7
20140805-W-Montreal-R32-Eugenie_Bouchard-Shelby_Rogers,2 Total,67,37,3,0,16,26,26,26,15
20140805-W-Montreal-R32-Eugenie_Bouchard-Shelby_Rogers,2 1,41,28,3,0,14,21,19,9,13
20140805-W-Montreal-R32-Eugenie_Bouchard-Shelby_Rogers,2 2,26,9,0,0,2,5,7,17,2
20140807-W-Montreal-R32-Ana_Ivanovic-Coco_Vandeweghe,1 Total,133,80,8,0,23,51,34,67,32
20140807-W-Montreal-R32-Ana_Ivanovic-Coco_Vandeweghe,1 1,78,54,8,0,22,37,24,26,28
20140807-W-Montreal-R32-Ana_Ivanovic-Coco_Vandeweghe,1 2,55,26,0,0,1,14,10,41,4
20140807-W-Montreal-R32-Ana_Ivanovic-Coco_Vandeweghe,2 Total,114,81,11,0,23,58,50,29,35
20140807-W-Montreal-R32-Ana_Ivanovic-Coco_Vandeweghe,2 1,63,48,10,0,19,37,29,13,21
20140807-W-Montreal-R32-Ana_Ivanovic-Coco_Vandeweghe,2 2,51,33,1,0,4,21,21,16,14
20140811-W-Cincinnati-R64-Alize_Cornet-Madison_Keys,1 Total,61,34,1,0,7,16,14,31,16
20140811-W-Cincinnati-R64-Alize_Cornet-Madison_Keys,1 1,38,23,1,0,6,8,12,14,12
20140811-W-Cincinnati-R64-Alize_Cornet-Madison_Keys,1 2,23,11,0,0,1,8,2,17,4
20140811-W-Cincinnati-R64-Alize_Cornet-Madison_Keys,2 Total,64,40,2,0,12,24,20,18,26
20140811-W-Cincinnati-R64-Alize_Cornet-Madison_Keys,2 1,36,24,2,0,10,17,15,2,19
20140811-W-Cincinnati-R64-Alize_Cornet-Madison_Keys,2 2,28,16,0,0,2,7,5,16,7
20140308-W-Indian_Wells-R64-Ana_Ivanovic-Elina_Svitolina,1 Total,121,75,8,0,17,42,49,37,35
20140308-W-Indian_Wells-R64-Ana_Ivanovic-Elina_Svitolina,1 1,77,58,7,0,17,36,37,12,28
20140308-W-Indian_Wells-R64-Ana_Ivanovic-Elina_Svitolina,1 2,44,17,1,0,0,6,12,25,7
20140308-W-Indian_Wells-R64-Ana_Ivanovic-Elina_Svitolina,2 Total,106,59,3,1,10,25,39,38,28
20140308-W-Indian_Wells-R64-Ana_Ivanovic-Elina_Svitolina,2 1,55,35,3,0,10,17,21,15,19
20140308-W-Indian_Wells-R64-Ana_Ivanovic-Elina_Svitolina,2 2,51,24,0,1,0,8,18,23,9
20140102-W-Auckland-QF-Garbine_Muguruza-Venus_Williams,1 Total,57,28,1,0,12,15,15,26,16
20140102-W-Auckland-QF-Garbine_Muguruza-Venus_Williams,1 1,32,19,1,0,11,12,10,11,11
20140102-W-Auckland-QF-Garbine_Muguruza-Venus_Williams,1 2,25,9,0,0,1,3,5,15,5
20140102-W-Auckland-QF-Garbine_Muguruza-Venus_Williams,2 Total,56,36,3,0,10,20,13,29,14
20140102-W-Auckland-QF-Garbine_Muguruza-Venus_Williams,2 1,27,20,3,0,6,12,9,10,8
20140102-W-Auckland-QF-Garbine_Muguruza-Venus_Williams,2 2,29,16,0,0,4,8,4,19,6
20130508-W-Madrid-R32-Victoria_Azarenka-Ekaterina_Makarova,1 Total,77,45,2,0,12,27,17,23,37
20130508-W-Madrid-R32-Victoria_Azarenka-Ekaterina_Makarova,1 1,43,29,2,0,11,21,17,2,24
20130508-W-Madrid-R32-Victoria_Azarenka-Ekaterina_Makarova,1 2,34,16,0,0,1,6,0,21,13
20130508-W-Madrid-R32-Victoria_Azarenka-Ekaterina_Makarova,2 Total,103,60,3,0,16,32,4,50,49
20130508-W-Madrid-R32-Victoria_Azarenka-Ekaterina_Makarova,2 1,62,42,3,0,16,25,3,28,31
20130508-W-Madrid-R32-Victoria_Azarenka-Ekaterina_Makarova,2 2,41,18,0,0,0,7,1,22,18
20140928-W-Beijing-R64-Agnieszka_Radwanska-Coco_Vandeweghe,1 Total,57,38,4,0,12,26,19,22,16
20140928-W-Beijing-R64-Agnieszka_Radwanska-Coco_Vandeweghe,1 1,35,27,4,0,12,19,11,11,13
20140928-W-Beijing-R64-Agnieszka_Radwanska-Coco_Vandeweghe,1 2,22,11,0,0,0,7,8,11,3
20140928-W-Beijing-R64-Agnieszka_Radwanska-Coco_Vandeweghe,2 Total,53,27,3,0,4,15,18,15,20
20140928-W-Beijing-R64-Agnieszka_Radwanska-Coco_Vandeweghe,2 1,25,16,3,0,4,12,12,2,11
20140928-W-Beijing-R64-Agnieszka_Radwanska-Coco_Vandeweghe,2 2,28,11,0,0,0,3,6,13,9
20140927-W-Wuhan-F-Petra_Kvitova-Eugenie_Bouchard,1 Total,65,43,2,0,15,29,29,9,27
20140927-W-Wuhan-F-Petra_Kvitova-Eugenie_Bouchard,1 1,42,28,2,0,9,20,23,4,15
20140927-W-Wuhan-F-Petra_Kvitova-Eugenie_Bouchard,1 2,23,15,0,0,6,9,6,5,12
20140927-W-Wuhan-F-Petra_Kvitova-Eugenie_Bouchard,2 Total,48,28,2,0,14,19,20,20,8
20140927-W-Wuhan-F-Petra_Kvitova-Eugenie_Bouchard,2 1,36,23,1,0,14,16,14,16,6
20140927-W-Wuhan-F-Petra_Kvitova-Eugenie_Bouchard,2 2,12,5,1,0,0,3,6,4,2
20140214-W-Doha-QF-Petra_Cetkovska-Angelique_Kerber,1 Total,43,12,0,0,2,2,8,22,13
20140214-W-Doha-QF-Petra_Cetkovska-Angelique_Kerber,1 1,28,9,0,0,2,2,7,10,11
20140214-W-Doha-QF-Petra_Cetkovska-Angelique_Kerber,1 2,15,3,0,0,0,0,1,12,2
20140214-W-Doha-QF-Petra_Cetkovska-Angelique_Kerber,2 Total,36,23,0,0,4,6,11,12,13
20140214-W-Doha-QF-Petra_Cetkovska-Angelique_Kerber,2 1,22,17,0,0,4,4,9,5,8
20140214-W-Doha-QF-Petra_Cetkovska-Angelique_Kerber,2 2,14,6,0,0,0,2,2,7,5
20140926-W-Wuhan-SF-Petra_Kvitova-Elina_Svitolina,1 Total,68,48,7,0,13,32,31,16,20
20140926-W-Wuhan-SF-Petra_Kvitova-Elina_Svitolina,1 1,37,30,6,0,10,21,20,8,8
20140926-W-Wuhan-SF-Petra_Kvitova-Elina_Svitolina,1 2,31,18,1,0,3,11,11,8,12
20140926-W-Wuhan-SF-Petra_Kvitova-Elina_Svitolina,2 Total,67,38,1,0,11,17,18,21,28
20140926-W-Wuhan-SF-Petra_Kvitova-Elina_Svitolina,2 1,45,29,1,0,10,13,15,9,21
20140926-W-Wuhan-SF-Petra_Kvitova-Elina_Svitolina,2 2,22,9,0,0,1,4,3,12,7
20140924-W-Wuhan-R16-Eugenie_Bouchard-Alison_Riske,1 Total,62,37,2,0,11,22,24,20,18
20140924-W-Wuhan-R16-Eugenie_Bouchard-Alison_Riske,1 1,40,29,2,0,11,18,16,9,15
20140924-W-Wuhan-R16-Eugenie_Bouchard-Alison_Riske,1 2,22,8,0,0,0,4,8,11,3
20140924-W-Wuhan-R16-Eugenie_Bouchard-Alison_Riske,2 Total,56,27,1,0,7,16,14,28,14
20140924-W-Wuhan-R16-Eugenie_Bouchard-Alison_Riske,2 1,35,18,1,0,7,11,11,12,12
20140924-W-Wuhan-R16-Eugenie_Bouchard-Alison_Riske,2 2,21,9,0,0,0,5,3,16,2
20140925-W-Wuhan-QF-Elina_Svitolina-Angelique_Kerber,1 Total,80,45,0,0,7,14,27,23,30
20140925-W-Wuhan-QF-Elina_Svitolina-Angelique_Kerber,1 1,46,29,0,0,7,12,15,14,17
20140925-W-Wuhan-QF-Elina_Svitolina-Angelique_Kerber,1 2,34,16,0,0,0,2,12,9,13
20140925-W-Wuhan-QF-Elina_Svitolina-Angelique_Kerber,2 Total,71,35,1,0,5,16,26,25,19
20140925-W-Wuhan-QF-Elina_Svitolina-Angelique_Kerber,2 1,43,23,1,0,5,13,19,11,12
20140925-W-Wuhan-QF-Elina_Svitolina-Angelique_Kerber,2 2,28,12,0,0,0,3,7,14,7
20140926-W-Wuhan-SF-Caroline_Wozniacki-Eugenie_Bouchard,1 Total,54,27,1,0,6,13,13,23,18
20140926-W-Wuhan-SF-Caroline_Wozniacki-Eugenie_Bouchard,1 1,37,19,1,0,6,9,11,14,12
20140926-W-Wuhan-SF-Caroline_Wozniacki-Eugenie_Bouchard,1 2,17,8,0,0,0,4,2,9,6
20140926-W-Wuhan-SF-Caroline_Wozniacki-Eugenie_Bouchard,2 Total,59,36,2,0,7,12,20,19,20
20140926-W-Wuhan-SF-Caroline_Wozniacki-Eugenie_Bouchard,2 1,41,27,2,0,6,9,13,14,14
20140926-W-Wuhan-SF-Caroline_Wozniacki-Eugenie_Bouchard,2 2,18,9,0,0,1,3,7,5,6
20140915-W-Tokyo-R32-Svetlana_Kuznetsova-Belinda_Bencic,1 Total,50,24,1,0,4,10,18,20,11
20140915-W-Tokyo-R32-Svetlana_Kuznetsova-Belinda_Bencic,1 1,28,18,1,0,4,9,11,7,9
20140915-W-Tokyo-R32-Svetlana_Kuznetsova-Belinda_Bencic,1 2,22,6,0,0,0,1,7,13,2
20140915-W-Tokyo-R32-Svetlana_Kuznetsova-Belinda_Bencic,2 Total,47,32,2,0,5,9,21,14,12
20140915-W-Tokyo-R32-Svetlana_Kuznetsova-Belinda_Bencic,2 1,34,25,2,0,5,9,19,5,10
20140915-W-Tokyo-R32-Svetlana_Kuznetsova-Belinda_Bencic,2 2,13,7,0,0,0,0,2,9,2
20140607-W-Roland_Garros-F-Maria_Sharapova-Simona_Halep,1 Total,115,61,3,1,10,23,35,31,49
20140607-W-Roland_Garros-F-Maria_Sharapova-Simona_Halep,1 1,74,45,3,1,9,20,24,14,36
20140607-W-Roland_Garros-F-Maria_Sharapova-Simona_Halep,1 2,41,16,0,0,1,3,11,17,13
20140607-W-Roland_Garros-F-Maria_Sharapova-Simona_Halep,2 Total,112,53,1,0,7,15,24,61,27
20140607-W-Roland_Garros-F-Maria_Sharapova-Simona_Halep,2 1,71,40,1,0,6,12,16,31,24
20140607-W-Roland_Garros-F-Maria_Sharapova-Simona_Halep,2 2,41,13,0,0,1,3,8,30,3
20140311-W-Indian_Wells-R16-Dominika_Cibulkova-Petra_Kvitova,1 Total,62,42,0,0,6,16,20,30,11
20140311-W-Indian_Wells-R16-Dominika_Cibulkova-Petra_Kvitova,1 1,38,26,0,0,6,9,12,15,10
20140311-W-Indian_Wells-R16-Dominika_Cibulkova-Petra_Kvitova,1 2,24,16,0,0,0,7,8,15,1
20140311-W-Indian_Wells-R16-Dominika_Cibulkova-Petra_Kvitova,2 Total,49,27,4,2,10,21,26,12,11
20140311-W-Indian_Wells-R16-Dominika_Cibulkova-Petra_Kvitova,2 1,32,19,4,1,9,15,18,7,7
20140311-W-Indian_Wells-R16-Dominika_Cibulkova-Petra_Kvitova,2 2,17,8,0,1,1,6,8,5,4
20140314-W-Indian_Wells-SF-Agnieszka_Radwanska-Simona_Halep,1 Total,67,41,3,0,4,10,22,27,18
20140314-W-Indian_Wells-SF-Agnieszka_Radwanska-Simona_Halep,1 1,48,28,3,0,3,8,19,17,12
20140314-W-Indian_Wells-SF-Agnieszka_Radwanska-Simona_Halep,1 2,19,13,0,0,1,2,3,10,6
20140314-W-Indian_Wells-SF-Agnieszka_Radwanska-Simona_Halep,2 Total,54,28,0,0,2,4,13,25,16
20140314-W-Indian_Wells-SF-Agnieszka_Radwanska-Simona_Halep,2 1,41,22,0,0,2,3,9,18,14
20140314-W-Indian_Wells-SF-Agnieszka_Radwanska-Simona_Halep,2 2,13,6,0,0,0,1,4,7,2
20140113-W-Australian_Open-R128-Ana_Konjuh-Na_Li,1 Total,52,22,0,0,6,10,18,18,16
20140113-W-Australian_Open-R128-Ana_Konjuh-Na_Li,1 1,28,14,0,0,6,9,11,8,9
20140113-W-Australian_Open-R128-Ana_Konjuh-Na_Li,1 2,24,8,0,0,0,1,7,10,7
20140113-W-Australian_Open-R128-Ana_Konjuh-Na_Li,2 Total,45,31,3,0,7,15,15,10,20
20140113-W-Australian_Open-R128-Ana_Konjuh-Na_Li,2 1,34,24,3,0,7,12,12,4,18
20140113-W-Australian_Open-R128-Ana_Konjuh-Na_Li,2 2,11,7,0,0,0,3,3,6,2
20141011-W-Osaka-SF-Samantha_Stosur-Elina_Svitolina,1 Total,72,43,3,0,16,24,23,20,29
20141011-W-Osaka-SF-Samantha_Stosur-Elina_Svitolina,1 1,47,36,3,0,16,22,17,11,19
20141011-W-Osaka-SF-Samantha_Stosur-Elina_Svitolina,1 2,25,7,0,0,0,2,6,9,10
20141011-W-Osaka-SF-Samantha_Stosur-Elina_Svitolina,2 Total,59,33,2,0,9,18,24,22,13
20141011-W-Osaka-SF-Samantha_Stosur-Elina_Svitolina,2 1,41,24,2,0,8,12,17,14,10
20141011-W-Osaka-SF-Samantha_Stosur-Elina_Svitolina,2 2,18,9,0,0,1,6,7,8,3
20141021-W-Singapore-RR-Caroline_Wozniacki-Maria_Sharapova,1 Total,107,63,3,4,14,29,24,36,47
20141021-W-Singapore-RR-Caroline_Wozniacki-Maria_Sharapova,1 1,79,52,3,4,13,26,17,22,40
20141021-W-Singapore-RR-Caroline_Wozniacki-Maria_Sharapova,1 2,28,11,0,0,1,3,7,14,7
20141021-W-Singapore-RR-Caroline_Wozniacki-Maria_Sharapova,2 Total,123,64,4,2,9,21,49,12,62
20141021-W-Singapore-RR-Caroline_Wozniacki-Maria_Sharapova,2 1,75,45,4,2,5,16,32,6,37
20141021-W-Singapore-RR-Caroline_Wozniacki-Maria_Sharapova,2 2,48,19,0,0,4,5,17,6,25
20141023-W-Singapore-RR-Agnieszka_Radwanska-Caroline_Wozniacki,1 Total,78,38,1,2,8,14,36,13,29
20141023-W-Singapore-RR-Agnieszka_Radwanska-Caroline_Wozniacki,1 1,51,28,1,2,5,11,29,4,18
20141023-W-Singapore-RR-Agnieszka_Radwanska-Caroline_Wozniacki,1 2,27,10,0,0,3,3,7,9,11
20141023-W-Singapore-RR-Agnieszka_Radwanska-Caroline_Wozniacki,2 Total,62,36,0,2,13,16,15,20,27
20141023-W-Singapore-RR-Agnieszka_Radwanska-Caroline_Wozniacki,2 1,44,26,0,2,10,12,10,11,23
20141023-W-Singapore-RR-Agnieszka_Radwanska-Caroline_Wozniacki,2 2,18,10,0,0,3,4,5,9,4
20141007-W-Linz-R32-Camila_Giorgi-Andrea_Petkovic,1 Total,52,36,4,1,10,19,15,15,21
20141007-W-Linz-R32-Camila_Giorgi-Andrea_Petkovic,1 1,31,26,4,1,8,15,10,6,14
20141007-W-Linz-R32-Camila_Giorgi-Andrea_Petkovic,1 2,21,10,0,0,2,4,5,9,7
20141007-W-Linz-R32-Camila_Giorgi-Andrea_Petkovic,2 Total,39,19,0,1,7,9,7,18,13
20141007-W-Linz-R32-Camila_Giorgi-Andrea_Petkovic,2 1,25,14,0,1,5,6,6,9,9
20141007-W-Linz-R32-Camila_Giorgi-Andrea_Petkovic,2 2,14,5,0,0,2,3,1,9,4
20141012-W-Tianjin-F-Belinda_Bencic-Alison_Riske,1 Total,53,28,2,0,5,9,21,18,14
20141012-W-Tianjin-F-Belinda_Bencic-Alison_Riske,1 1,29,21,2,0,5,8,12,7,10
20141012-W-Tianjin-F-Belinda_Bencic-Alison_Riske,1 2,24,7,0,0,0,1,9,11,4
20141012-W-Tianjin-F-Belinda_Bencic-Alison_Riske,2 Total,47,33,4,0,4,13,15,16,16
20141012-W-Tianjin-F-Belinda_Bencic-Alison_Riske,2 1,33,26,4,0,4,10,12,10,11
20141012-W-Tianjin-F-Belinda_Bencic-Alison_Riske,2 2,14,7,0,0,0,3,3,6,5
20140423-W-Stuttgart-R32-Julia_Goerges-Sorana_Cirstea,1 Total,60,42,5,1,9,28,24,17,19
20140423-W-Stuttgart-R32-Julia_Goerges-Sorana_Cirstea,1 1,34,27,5,1,6,17,14,5,15
20140423-W-Stuttgart-R32-Julia_Goerges-Sorana_Cirstea,1 2,26,15,0,0,3,11,10,12,4
20140423-W-Stuttgart-R32-Julia_Goerges-Sorana_Cirstea,2 Total,80,42,4,0,18,29,27,31,22
20140423-W-Stuttgart-R32-Julia_Goerges-Sorana_Cirstea,2 1,47,29,3,0,16,21,18,17,12
20140423-W-Stuttgart-R32-Julia_Goerges-Sorana_Cirstea,2 2,33,13,1,0,2,8,9,14,10
20141024-W-Singapore-RR-Ana_Ivanovic-Simona_Halep,1 Total,109,63,2,0,11,28,31,47,31
20141024-W-Singapore-RR-Ana_Ivanovic-Simona_Halep,1 1,55,38,2,0,6,16,19,14,22
20141024-W-Singapore-RR-Ana_Ivanovic-Simona_Halep,1 2,54,25,0,0,5,12,12,33,9
20141024-W-Singapore-RR-Ana_Ivanovic-Simona_Halep,2 Total,101,58,6,0,20,38,31,30,40
20141024-W-Singapore-RR-Ana_Ivanovic-Simona_Halep,2 1,68,46,6,0,18,29,22,8,38
20141024-W-Singapore-RR-Ana_Ivanovic-Simona_Halep,2 2,33,12,0,0,2,9,9,22,2
20141107-W-Taipei-QF-Vitalia_Diatchenko-Luksika_Kumkhum,1 Total,50,28,4,3,9,18,15,9,26
20141107-W-Taipei-QF-Vitalia_Diatchenko-Luksika_Kumkhum,1 1,30,22,4,2,8,15,9,2,19
20141107-W-Taipei-QF-Vitalia_Diatchenko-Luksika_Kumkhum,1 2,20,6,0,1,1,3,6,7,7
20141107-W-Taipei-QF-Vitalia_Diatchenko-Luksika_Kumkhum,2 Total,63,27,0,2,11,16,25,9,29
20141107-W-Taipei-QF-Vitalia_Diatchenko-Luksika_Kumkhum,2 1,42,20,0,2,7,11,20,4,18
20141107-W-Taipei-QF-Vitalia_Diatchenko-Luksika_Kumkhum,2 2,21,7,0,0,4,5,5,5,11
20140529-W-Roland_Garros-R64-Marina_Erakovic-Petra_Kvitova,1 Total,54,32,0,1,8,17,11,29,14
20140529-W-Roland_Garros-R64-Marina_Erakovic-Petra_Kvitova,1 1,35,19,0,1,7,11,9,14,12
20140529-W-Roland_Garros-R64-Marina_Erakovic-Petra_Kvitova,1 2,19,13,0,0,1,6,2,15,2
20140529-W-Roland_Garros-R64-Marina_Erakovic-Petra_Kvitova,2 Total,49,33,4,6,10,24,17,13,19
20140529-W-Roland_Garros-R64-Marina_Erakovic-Petra_Kvitova,2 1,25,20,4,4,5,16,12,6,7
20140529-W-Roland_Garros-R64-Marina_Erakovic-Petra_Kvitova,2 2,24,13,0,2,5,8,5,7,12
20140530-W-Roland_Garros-R32-Anna_Karolina_Schmiedlova-Garbine_Muguruza,1 Total,56,28,0,1,8,16,19,25,12
20140530-W-Roland_Garros-R32-Anna_Karolina_Schmiedlova-Garbine_Muguruza,1 1,31,15,0,1,5,8,11,13,7
20140530-W-Roland_Garros-R32-Anna_Karolina_Schmiedlova-Garbine_Muguruza,1 2,25,13,0,0,3,8,8,12,5
20140530-W-Roland_Garros-R32-Anna_Karolina_Schmiedlova-Garbine_Muguruza,2 Total,72,45,1,4,8,19,8,39,25
20140530-W-Roland_Garros-R32-Anna_Karolina_Schmiedlova-Garbine_Muguruza,2 1,35,26,1,3,5,12,4,15,16
20140530-W-Roland_Garros-R32-Anna_Karolina_Schmiedlova-Garbine_Muguruza,2 2,37,19,0,1,3,7,4,24,9
20140619-W-Eastbourne-QF-Madison_Keys-Lauren_Davis,1 Total,48,35,6,2,9,22,27,12,9
20140619-W-Eastbourne-QF-Madison_Keys-Lauren_Davis,1 1,30,24,6,2,5,15,17,5,8
20140619-W-Eastbourne-QF-Madison_Keys-Lauren_Davis,1 2,18,11,0,0,4,7,10,7,1
20140619-W-Eastbourne-QF-Madison_Keys-Lauren_Davis,2 Total,53,25,0,0,10,10,12,27,14
20140619-W-Eastbourne-QF-Madison_Keys-Lauren_Davis,2 1,35,18,0,0,10,10,7,14,14
20140619-W-Eastbourne-QF-Madison_Keys-Lauren_Davis,2 2,18,7,0,0,0,0,5,13,0
20140729-W-Stanford-R32-Dominika_Cibulkova-Garbine_Muguruza,1 Total,74,34,1,0,10,16,19,44,11
20140729-W-Stanford-R32-Dominika_Cibulkova-Garbine_Muguruza,1 1,42,23,1,0,9,12,13,20,9
20140729-W-Stanford-R32-Dominika_Cibulkova-Garbine_Muguruza,1 2,32,11,0,0,1,4,6,24,2
20140729-W-Stanford-R32-Dominika_Cibulkova-Garbine_Muguruza,2 Total,92,48,8,1,12,30,29,43,20
20140729-W-Stanford-R32-Dominika_Cibulkova-Garbine_Muguruza,2 1,48,34,8,1,10,25,22,14,12
20140729-W-Stanford-R32-Dominika_Cibulkova-Garbine_Muguruza,2 2,44,14,0,0,2,5,7,29,8
20140813-W-Cincinnati-R32-Petra_Kvitova-Elina_Svitolina,1 Total,74,38,2,1,13,23,34,23,17
20140813-W-Cincinnati-R32-Petra_Kvitova-Elina_Svitolina,1 1,39,25,2,1,8,16,21,7,11
20140813-W-Cincinnati-R32-Petra_Kvitova-Elina_Svitolina,1 2,35,13,0,0,5,7,13,16,6
20140813-W-Cincinnati-R32-Petra_Kvitova-Elina_Svitolina,2 Total,67,42,3,2,11,26,20,30,17
20140813-W-Cincinnati-R32-Petra_Kvitova-Elina_Svitolina,2 1,36,24,3,2,9,16,11,10,15
20140813-W-Cincinnati-R32-Petra_Kvitova-Elina_Svitolina,2 2,31,18,0,0,2,10,9,20,2
20140828-W-US_Open-R64-Zarina_Diyas-Catherine_Cartan_Bellis,1 Total,93,50,0,0,8,14,23,67,3
20140828-W-US_Open-R64-Zarina_Diyas-Catherine_Cartan_Bellis,1 1,70,41,0,0,8,11,18,51,1
20140828-W-US_Open-R64-Zarina_Diyas-Catherine_Cartan_Bellis,1 2,23,9,0,0,0,3,5,16,2
20140828-W-US_Open-R64-Zarina_Diyas-Catherine_Cartan_Bellis,2 Total,87,43,0,0,5,12,25,33,29
20140828-W-US_Open-R64-Zarina_Diyas-Catherine_Cartan_Bellis,2 1,55,29,0,0,4,8,20,14,21
20140828-W-US_Open-R64-Zarina_Diyas-Catherine_Cartan_Bellis,2 2,32,14,0,0,1,4,5,19,8
20120225-W-Dubai-F-Julia_Goerges-Agnieszka_Radwanska,1 Total,81,46,4,1,8,23,25,39,17
20120225-W-Dubai-F-Julia_Goerges-Agnieszka_Radwanska,1 1,52,33,4,1,8,19,23,13,16
20120225-W-Dubai-F-Julia_Goerges-Agnieszka_Radwanska,1 2,29,13,0,0,0,4,2,26,1
20120225-W-Dubai-F-Julia_Goerges-Agnieszka_Radwanska,2 Total,72,46,4,0,4,20,22,29,21
20120225-W-Dubai-F-Julia_Goerges-Agnieszka_Radwanska,2 1,46,29,4,0,4,13,16,15,15
20120225-W-Dubai-F-Julia_Goerges-Agnieszka_Radwanska,2 2,26,17,0,0,0,7,6,14,6
20140113-W-Australian_Open-R64-Alla_Kudryavtseva-Angelique_Kerber,1 Total,61,32,4,0,6,18,15,25,21
20140113-W-Australian_Open-R64-Alla_Kudryavtseva-Angelique_Kerber,1 1,38,24,4,0,6,16,10,13,15
20140113-W-Australian_Open-R64-Alla_Kudryavtseva-Angelique_Kerber,1 2,23,8,0,0,0,2,5,12,6
